20,1,0,10065360.0
20,1,1,10064910.0
20,1,2,8633700.0
20,1,3,10551030.0
20,1,4,10378140.0
20,1,5,9344070.0
20,1,6,9447180.0
20,1,7,10870650.0
20,1,8,9066450.0
20,1,9,9410490.0
20,1,0,9729570.0
20,1,0,8598330.0
20,1,1,9142950.0
20,1,2,9747870.0
20,1,3,10072230.0
20,1,4,10683360.0
20,1,5,9602610.0
20,1,6,9824580.0
20,1,7,9303840.0
20,1,8,9511770.0
20,1,9,8520330.0
20,1,0,8846430.0
20,1,1,10137930.0
20,1,2,9271590.0
20,1,3,10157340.0
20,1,4,10284690.0
20,1,5,8742300.0
20,1,6,9489330.0
20,1,7,10220820.0
20,1,8,8416950.0
20,1,9,9445500.0
20,1,0,9683220.0
20,1,1,9519600.0
20,1,2,9888420.0
20,1,3,9429030.0
20,1,4,9213030.0
20,1,5,9630960.0
20,1,6,9162210.0
20,1,7,8661930.0
20,1,8,9392130.0
20,1,9,9734550.0
20,1,0,10907730.0
20,1,1,9072570.0
20,1,2,9538350.0
20,1,3,9309090.0
20,1,4,9662070.0
20,1,5,9063180.0
20,1,6,10416510.0
20,1,7,10700130.0
20,1,8,9592080.0
20,1,9,9388980.0
20,1,0,8745450.0
20,1,1,9061290.0
20,1,2,8159310.0
20,1,3,8950200.0
20,1,4,9569370.0
20,1,5,9084000.0
20,1,6,9104790.0
20,1,7,9864630.0
20,1,8,9535620.0
20,1,9,9228750.0
20,1,0,9465840.0
20,1,1,8909580.0
20,1,2,9436650.0
20,1,3,8943150.0
20,1,4,9605490.0
20,1,5,8835780.0
20,1,6,9518490.0
20,1,7,9568200.0
20,1,8,8869320.0
20,1,9,9985920.0
20,1,0,9042420.0
20,1,1,8996400.0
20,1,2,9245100.0
20,1,3,9092910.0
20,1,4,9308310.0
20,1,5,9842790.0
20,1,6,8769480.0
20,1,7,9175230.0
20,1,8,9710280.0
20,1,9,9093180.0
20,1,0,8559810.0
20,1,1,8621580.0
20,1,2,9899280.0
20,1,3,9876480.0
20,1,4,9622020.0
20,1,5,9988020.0
20,1,6,9281640.0
20,1,7,9828810.0
20,1,8,8831370.0
20,1,9,9048120.0
20,1,0,8892810.0
20,1,1,8806620.0
20,1,2,10245120.0
20,1,3,9395520.0
20,1,4,9455430.0
20,1,5,9086790.0
20,1,6,9749700.0
20,1,7,9567420.0
20,1,8,9576690.0
20,1,9,9437040.0
20,1,0,10460310.0
20,1,1,10348830.0
20,1,2,9932640.0
20,1,3,9194400.0
20,1,4,9834060.0
20,1,5,8883210.0
20,1,6,9541500.0
20,1,7,8932620.0
20,1,8,8848320.0
20,1,9,10266450.0
20,1,0,8837250.0
20,1,1,9479670.0
20,1,2,9919080.0
20,1,3,9086850.0
20,1,4,9573780.0
20,1,5,9817860.0
20,1,6,9791070.0
20,1,7,9966540.0
20,1,8,9441420.0
20,1,9,9332490.0
20,1,0,8734890.0
20,1,1,10047390.0
20,1,2,9110010.0
20,1,3,9500670.0
20,1,4,9699840.0
20,1,5,8731380.0
20,1,6,9162150.0
20,1,7,9562590.0
20,1,8,9468330.0
20,1,9,9822660.0
20,1,0,10585350.0
20,1,1,10092540.0
20,1,2,9312570.0
20,1,3,9359730.0
20,1,4,9282570.0
20,1,5,8800470.0
20,1,6,9865350.0
20,1,7,8387790.0
20,1,8,9110430.0
20,1,9,9259890.0
20,1,0,9353100.0
20,1,1,9815280.0
20,1,2,9876990.0
20,1,3,9077730.0
20,1,4,10193460.0
20,1,5,9576930.0
20,1,6,8668110.0
20,1,7,9824610.0
20,1,8,9861600.0
20,1,9,8704290.0
20,1,0,9359700.0
20,1,1,8812650.0
20,1,2,9317160.0
20,1,3,8817690.0
20,1,4,9194670.0
20,1,5,8485140.0
20,1,6,9321180.0
20,1,7,10685670.0
20,1,8,8485590.0
20,1,9,9536370.0
20,1,0,8855670.0
20,1,1,10549200.0
20,1,2,8742690.0
20,1,3,9316680.0
20,1,4,9627930.0
20,1,5,9168300.0
20,1,6,9643590.0
20,1,7,8484450.0
20,1,8,9376320.0
20,1,9,9563040.0
