S10,small,"(68.63774657431362, 135.17238599727597)","(76.63774657431362, 143.17238599727597)"
S11,small,"(99.9165981101684, 140.56441373264812)","(107.9165981101684, 148.56441373264812)"
S12,small,"(46.09028568315907, 164.03998354127657)","(54.09028568315907, 172.03998354127657)"
S13,small,"(54.21400760456184, 39.919353574203484)","(62.21400760456184, 47.919353574203484)"
S14,small,"(151.29104049516707, 79.21206059701986)","(159.29104049516707, 87.21206059701986)"
S15,small,"(5.314098601343899, 111.95649320603273)","(13.314098601343899, 119.95649320603273)"
S16,small,"(84.93176136913327, 38.562441858693035)","(92.93176136913327, 46.562441858693035)"
S17,small,"(128.40956139216084, 112.54972227376598)","(136.40956139216084, 120.54972227376598)"
S18,small,"(107.53670510084741, 10.813615172494234)","(115.53670510084741, 18.813615172494234)"
S19,small,"(36.42493424777886, 34.74346467702531)","(44.42493424777886, 42.74346467702531)"
S20,small,"(60.46748618901184, 5.855720798854965)","(68.46748618901184, 13.855720798854964)"
S21,small,"(70.53555810426768, 38.17020307180043)","(78.53555810426768, 46.17020307180043)"
S22,small,"(99.51359423685992, 0.36740283603819535)","(107.51359423685992, 8.367402836038195)"
S23,small,"(81.087632449037, 125.82500778268938)","(89.087632449037, 133.8250077826894)"
S24,small,"(72.17221180525392, 7.75155591225083)","(80.17221180525392, 15.75155591225083)"
S25,small,"(0.43656806584176167, 93.1121308761566)","(8.436568065841762, 101.1121308761566)"
S26,small,"(91.98126723521526, 169.42550436665468)","(99.98126723521526, 177.42550436665468)"
S27,small,"(1.675725968167332, 56.82417024772547)","(9.675725968167331, 64.82417024772548)"
S28,small,"(125.75229053799383, 9.74134152053987)","(133.75229053799382, 17.74134152053987)"
S29,small,"(83.7895203288117, 22.212424392826435)","(91.7895203288117, 30.212424392826435)"
S30,small,"(131.62187003700328, 51.9473517171984)","(139.62187003700328, 59.9473517171984)"
S31,small,"(58.62531183403171, 88.65475212962758)","(66.62531183403172, 96.65475212962758)"
S32,small,"(68.76087858439973, 169.33243566905224)","(76.76087858439973, 177.33243566905224)"
S33,small,"(73.47415679791254, 103.50380255093081)","(81.47415679791254, 111.50380255093081)"
S34,small,"(84.1989609608315, 102.55040042465714)","(92.1989609608315, 110.55040042465714)"
S35,small,"(90.75552175656847, 90.34055394076)","(98.75552175656847, 98.34055394076)"
M0,medium,"(19.462656726005847, 86.9526971520671)","(30.462656726005847, 93.9526971520671)"
M1,medium,"(51.120796724357, 17.091347613090043)","(62.120796724357, 24.091347613090043)"
M2,medium,"(49.921720264674946, 29.705351442462124)","(60.921720264674946, 36.705351442462124)"
M3,medium,"(58.77984049518327, 101.63505828699961)","(69.77984049518327, 108.63505828699961)"
M4,medium,"(66.52741061360516, 72.01993660740706)","(77.52741061360516, 79.01993660740706)"
M5,medium,"(111.28396312808393, 140.89760840901417)","(122.28396312808393, 147.89760840901417)"
M6,medium,"(101.03146157117366, 152.7116561027558)","(112.03146157117366, 159.7116561027558)"
M7,medium,"(107.5446522147287, 26.743116872979275)","(118.5446522147287, 33.74311687297927)"
M8,medium,"(110.87550753883329, 38.9247342843352)","(121.87550753883329, 45.9247342843352)"
M9,medium,"(38.671472756085905, 53.40408558735671)","(49.671472756085905, 60.40408558735671)"
M10,medium,"(130.40839445726138, 66.81597416437073)","(141.40839445726138, 73.81597416437073)"
M11,medium,"(145.9590145422989, 61.54202079497256)","(156.9590145422989, 68.54202079497256)"
M12,medium,"(112.15258503354654, 105.14508506188778)","(123.15258503354654, 112.14508506188778)"
M13,medium,"(116.71841637697325, 158.25979839944569)","(127.71841637697325, 165.25979839944569)"
M14,medium,"(115.45573226170137, 124.83234014338758)","(126.45573226170137, 131.83234014338757)"
L0,large,"(140.38330417813754, 96.41280834592682)","(152.38330417813754, 106.41280834592682)"
L1,large,"(39.56091995547859, 98.4477792034408)","(51.56091995547859, 108.4477792034408)"
L2,large,"(97.16413124155542, 55.06153311227512)","(109.16413124155542, 65.06153311227513)"
L3,large,"(78.29080268019281, 53.64587247501511)","(90.29080268019281, 63.64587247501511)"
L4,large,"(40.46180672646975, 71.85760456021872)","(52.46180672646975, 81.85760456021872)"
L5,large,"(45.868891177856014, 120.51836269886043)","(57.868891177856014, 130.51836269886041)"
L6,large,"(130.1526235317688, 33.11901078011211)","(142.1526235317688, 43.11901078011211)"
L7,large,"(111.42711621094774, 75.73447112540387)","(123.42711621094774, 85.73447112540387)"
L8,large,"(117, 84)","(129, 94)"
60,2,23923710.0,5
S0,small,"(15.943279586761413, 116.15052469904191)","(23.943279586761413, 124.15052469904191)"
S1,small,"(68.8285182345373, 53.14658088460732)","(76.8285182345373, 61.14658088460732)"
S2,small,"(136.00167875378256, 69.09498746106495)","(144.00167875378256, 77.09498746106495)"
S3,small,"(36.94641993366496, 0.6740987750982126)","(44.94641993366496, 8.674098775098212)"
S4,small,"(107.32011520254314, 166.08998915556887)","(115.32011520254314, 174.08998915556887)"
S5,small,"(148.5378390409808, 68.34398788009459)","(156.5378390409808, 76.34398788009459)"
S6,small,"(26.852318652508504, 113.27401949890567)","(34.8523186525085, 121.27401949890567)"
S7,small,"(52.759536239368586, 105.16777351394735)","(60.759536239368586, 113.16777351394735)"
S8,small,"(139.78286759685105, 51.041928721375264)","(147.78286759685105, 59.041928721375264)"
S9,small,"(44.98537708646597, 62.99273312843458)","(52.98537708646597, 70.99273312843458)"
S10,small,"(41.16150579542287, 52.62164566657782)","(49.16150579542287, 60.62164566657782)"
S11,small,"(54.022022712946104, 73.23558672068671)","(62.022022712946104, 81.23558672068671)"
S12,small,"(16.424710567053303, 79.13649445798754)","(24.424710567053303, 87.13649445798754)"
S13,small,"(113.02614486395869, 32.132685008208824)","(121.02614486395869, 40.132685008208824)"
S14,small,"(123.44231505789382, 160.4236426753277)","(131.44231505789384, 168.4236426753277)"
S15,small,"(55.6411846450401, 59.67994397092177)","(63.6411846450401, 67.67994397092177)"
S16,small,"(38.333014142339486, 83.06405595510134)","(46.333014142339486, 91.06405595510134)"
S17,small,"(130.55072861184874, 117.13838053728189)","(138.55072861184874, 125.13838053728189)"
S18,small,"(34.203382254830316, 70.6671887493031)","(42.203382254830316, 78.6671887493031)"
S19,small,"(60.09945749976617, 85.53893364643717)","(68.09945749976617, 93.53893364643717)"
S20,small,"(3.5036350902726703, 65.99701773083783)","(11.50363509027267, 73.99701773083783)"
S21,small,"(59.8086750465952, 115.70863147541235)","(67.8086750465952, 123.70863147541235)"
S22,small,"(22.706362692358347, 64.99739443641062)","(30.706362692358347, 72.99739443641062)"
S23,small,"(151.09936271745195, 100.55104992051018)","(159.09936271745195, 108.55104992051018)"
S24,small,"(80.44475803633105, 98.12586265433843)","(88.44475803633105, 106.12586265433843)"
S25,small,"(102.43518639474212, 39.72364501695811)","(110.43518639474212, 47.72364501695811)"
S26,small,"(72.61004931566646, 151.33182178337503)","(80.61004931566646, 159.33182178337503)"
S27,small,"(88.44508768084823, 39.28607009994496)","(96.44508768084823, 47.28607009994496)"
S28,small,"(126.1628964159621, 44.53399938848677)","(134.1628964159621, 52.53399938848677)"
S29,small,"(92.32489617219942, 1.077021508513646)","(100.32489617219942, 9.077021508513646)"
S30,small,"(39.066751934081594, 94.0603660598591)","(47.066751934081594, 102.0603660598591)"
S31,small,"(45.04761038464884, 131.5170058311719)","(53.04761038464884, 139.5170058311719)"
S32,small,"(145.90874420280917, 114.79207073846352)","(153.90874420280917, 122.79207073846352)"
S33,small,"(75.57203545500991, 139.5193953498087)","(83.57203545500991, 147.5193953498087)"
S34,small,"(92.81476647959249, 127.57554046515386)","(100.81476647959249, 135.57554046515386)"
S35,small,"(50.00945982224449, 83.54939471394853)","(58.00945982224449, 91.54939471394853)"
M0,medium,"(111.73949992217247, 126.0241653456055)","(122.73949992217247, 133.0241653456055)"
M1,medium,"(85.5588627687123, 109.39699465289742)","(96.5588627687123, 116.39699465289742)"
M2,medium,"(120.43678091163068, 76.06419002282995)","(131.43678091163068, 83.06419002282995)"
M3,medium,"(83.59081750362226, 168.509744052203)","(94.59081750362226, 175.509744052203)"
M4,medium,"(88.79900907744018, 87.4629727646591)","(99.79900907744018, 94.4629727646591)"
M5,medium,"(88.89354212629583, 22.149605474431347)","(99.89354212629583, 29.149605474431347)"
M6,medium,"(105.82124095834158, 111.07783142372386)","(116.82124095834158, 118.07783142372386)"
M7,medium,"(112.05773259276913, 148.9135478651843)","(123.05773259276913, 155.9135478651843)"
M8,medium,"(33.33389985135187, 37.926487365921595)","(44.33389985135187, 44.926487365921595)"
M9,medium,"(139.72324074838394, 34.94836289720663)","(150.72324074838394, 41.94836289720663)"
M10,medium,"(90.01458467872546, 54.231895839922146)","(101.01458467872546, 61.231895839922146)"
M11,medium,"(53.00149017612087, 20.754390046540703)","(64.00149017612087, 27.754390046540703)"
M12,medium,"(90.05374132343907, 150.90383416544444)","(101.05374132343907, 157.90383416544444)"
M13,medium,"(135.58056713947852, 83.9713233826577)","(146.58056713947852, 90.9713233826577)"
M14,medium,"(39.10892687312287, 11.716171071274495)","(50.10892687312287, 18.716171071274495)"
L0,large,"(112.85784947650374, 93.26259231011679)","(124.85784947650374, 103.26259231011679)"
L1,large,"(4.059381422235882, 94.65549095316779)","(16.05938142223588, 104.65549095316779)"
L2,large,"(131.22554178371976, 97.45298262986887)","(143.22554178371976, 107.45298262986887)"
L3,large,"(71.99290841259118, 5.2796935084026195)","(83.99290841259118, 15.27969350840262)"
L4,large,"(45.139037151571564, 158.33425296195625)","(57.139037151571564, 168.33425296195625)"
L5,large,"(55.265373699010006, 37.2480578145765)","(67.26537369901001, 47.2480578145765)"
L6,large,"(74.61155296150707, 67.68010830180708)","(86.61155296150707, 77.68010830180708)"
L7,large,"(107.77024974757991, 9.996683899385452)","(119.77024974757991, 19.996683899385452)"
L8,large,"(74, 123)","(86, 133)"
60,2,24343560.0,5
S0,small,"(96.07922082873637, 137.09312488030204)","(104.07922082873637, 145.09312488030204)"
S1,small,"(77.57815717623836, 77.99259847162146)","(85.57815717623836, 85.99259847162146)"
S2,small,"(93.73945867423025, 10.971293711426329)","(101.73945867423025, 18.971293711426327)"
S3,small,"(40.20111307384809, 102.19004406010124)","(48.20111307384809, 110.19004406010124)"
S4,small,"(122.74629108975014, 169.21486946700048)","(130.74629108975014, 177.21486946700048)"
S5,small,"(98.68068670057613, 80.13211098794574)","(106.68068670057613, 88.13211098794574)"
S6,small,"(85.10546147823685, 43.545402484623416)","(93.10546147823685, 51.545402484623416)"
S7,small,"(118.01608632662622, 39.865779177341345)","(126.01608632662622, 47.865779177341345)"
S8,small,"(23.00022101722649, 118.90409210367068)","(31.00022101722649, 126.90409210367068)"
S9,small,"(60.30277667500898, 170.16833104649606)","(68.30277667500897, 178.16833104649606)"
S10,small,"(88.92861529241982, 170.48354562028126)","(96.92861529241982, 178.48354562028126)"
S11,small,"(78.65078344729281, 88.12417670303913)","(86.65078344729281, 96.12417670303913)"
S12,small,"(151.0932317853986, 90.70506358892963)","(159.0932317853986, 98.70506358892963)"
S13,small,"(43.750169157311184, 10.841573629087481)","(51.750169157311184, 18.84157362908748)"
S14,small,"(64.45822642097924, 77.20948003832054)","(72.45822642097924, 85.20948003832054)"
S15,small,"(125.16403162463703, 1.1477159403427648)","(133.16403162463703, 9.147715940342765)"
S16,small,"(48.47376363480426, 169.8141584159597)","(56.47376363480426, 177.8141584159597)"
S17,small,"(22.205794507206644, 108.20734158574066)","(30.205794507206644, 116.20734158574066)"
S18,small,"(124.72670209540607, 146.11152492928647)","(132.72670209540607, 154.11152492928647)"
S19,small,"(100.69848565756187, 171.02503561444252)","(108.69848565756187, 179.02503561444252)"
S20,small,"(109.8989425807928, 159.30233341504004)","(117.8989425807928, 167.30233341504004)"
S21,small,"(104.61562491863687, 125.39210490511684)","(112.61562491863687, 133.39210490511684)"
S22,small,"(79.52292839597212, 14.602423216174941)","(87.52292839597212, 22.60242321617494)"
S23,small,"(74.29729652202118, 169.29566226756734)","(82.29729652202118, 177.29566226756734)"
S24,small,"(60.624287306949164, 153.20743310770752)","(68.62428730694916, 161.20743310770752)"
S25,small,"(42.002107568443236, 62.48040419178141)","(50.002107568443236, 70.48040419178142)"
S26,small,"(66.03568025865142, 118.58223368067654)","(74.03568025865142, 126.58223368067654)"
S27,small,"(1.2052515904584, 114.08368074008135)","(9.2052515904584, 122.08368074008135)"
S28,small,"(53.94427020849271, 74.6356308260656)","(61.94427020849271, 82.6356308260656)"
S29,small,"(34.79803744641701, 31.125227790518394)","(42.79803744641701, 39.125227790518394)"
S30,small,"(14.930638047542477, 86.37288175473823)","(22.930638047542477, 94.37288175473823)"
S31,small,"(77.41151354527841, 67.60446476468269)","(85.41151354527841, 75.60446476468269)"
S32,small,"(126.05512881584333, 91.2745164550451)","(134.05512881584332, 99.2745164550451)"
S33,small,"(108.2105901865017, 12.934961820761746)","(116.2105901865017, 20.934961820761746)"
S34,small,"(56.3811930035736, 92.67365972699955)","(64.3811930035736, 100.67365972699955)"
S35,small,"(147.83909754764477, 112.42162367922904)","(155.83909754764477, 120.42162367922904)"
M0,medium,"(78.42516259056967, 126.73467695744142)","(89.42516259056967, 133.73467695744142)"
M1,medium,"(143.22044619319232, 50.24231964607883)","(154.22044619319232, 57.24231964607883)"
M2,medium,"(61.349040124644254, 0.8939439056771112)","(72.34904012464426, 7.893943905677111)"
M3,medium,"(123.30686224333255, 105.1128055687554)","(134.30686224333255, 112.1128055687554)"
M4,medium,"(110.20640834761599, 146.20171168183145)","(121.20640834761599, 153.20171168183145)"
M5,medium,"(33.49356783560076, 86.55798960925934)","(44.49356783560076, 93.55798960925934)"
M6,medium,"(118.23077467154661, 66.11266672301996)","(129.2307746715466, 73.11266672301996)"
M7,medium,"(61.334354004434225, 20.59732470445599)","(72.33435400443423, 27.59732470445599)"
M8,medium,"(76.83324173082532, 3.3263085659387355)","(87.83324173082532, 10.326308565938735)"
M9,medium,"(117.18569916555461, 78.96649150033957)","(128.1856991655546, 85.96649150033957)"
M10,medium,"(117.46683773777626, 54.73414833382065)","(128.46683773777625, 61.73414833382065)"
M11,medium,"(0.7809443696596746, 92.66388979536072)","(11.780944369659675, 99.66388979536072)"
M12,medium,"(76.81119415200833, 31.958930819295865)","(87.81119415200833, 38.958930819295865)"
M13,medium,"(34.320422137527096, 113.71525309411257)","(45.320422137527096, 120.71525309411257)"
M14,medium,"(135.89004016353627, 64.18816656001528)","(146.89004016353627, 71.18816656001528)"
L0,large,"(120.09758182004639, 119.70159486188476)","(132.0975818200464, 129.70159486188476)"
L1,large,"(2.6934479905400135, 61.10306267285641)","(14.693447990540013, 71.10306267285641)"
L2,large,"(58.285266615639095, 53.83433376779629)","(70.2852666156391, 63.83433376779629)"
L3,large,"(141.92310171572075, 33.324423871007696)","(153.92310171572075, 43.324423871007696)"
L4,large,"(47.16218093029159, 135.166324452949)","(59.16218093029159, 145.166324452949)"
L5,large,"(94.12007584969646, 102.17809246612028)","(106.12007584969646, 112.17809246612028)"
L6,large,"(99.15311615980383, 35.823327033608585)","(111.15311615980383, 45.823327033608585)"
L7,large,"(92.12314151750016, 61.54045201184548)","(104.12314151750016, 71.54045201184547)"
L8,large,"(95, 64)","(107, 74)"
60,2,24212580.0,5
S0,small,"(58.148855836762294, 171.24774573788216)","(66.1488558367623, 179.24774573788216)"
S1,small,"(49.807830138644086, 105.25276582900857)","(57.807830138644086, 113.25276582900857)"
S2,small,"(79.48675829918366, 171.01335918652853)","(87.48675829918366, 179.01335918652853)"
S3,small,"(53.21693104017538, 48.493241144916205)","(61.21693104017538, 56.493241144916205)"
S4,small,"(118.61610732860308, 20.68887232520243)","(126.61610732860308, 28.68887232520243)"
S5,small,"(59.81879595043629, 109.05887721826228)","(67.81879595043628, 117.05887721826228)"
S6,small,"(101.99528980271235, 167.291107313167)","(109.99528980271235, 175.291107313167)"
S7,small,"(119.42510944466542, 85.65356401646874)","(127.42510944466542, 93.65356401646874)"
S8,small,"(126.78682569708795, 169.6890388664596)","(134.78682569708795, 177.6890388664596)"
S9,small,"(74.66016309674556, 47.466139318872834)","(82.66016309674556, 55.466139318872834)"
S10,small,"(31.882182081151644, 88.44143851842504)","(39.88218208115164, 96.44143851842504)"
S11,small,"(58.370450046831486, 87.58569625623556)","(66.37045004683148, 95.58569625623556)"
S12,small,"(106.96854736544755, 16.321286049044552)","(114.96854736544755, 24.321286049044552)"
S13,small,"(25.83106003719553, 105.04825183564624)","(33.83106003719553, 113.04825183564624)"
S14,small,"(2.055315030517531, 115.98269072680704)","(10.05531503051753, 123.98269072680704)"
S15,small,"(98.52915139591386, 76.4702798413625)","(106.52915139591386, 84.4702798413625)"
S16,small,"(114.5617566172446, 102.75034969265903)","(122.5617566172446, 110.75034969265903)"
S17,small,"(65.94557387939106, 69.00086859985367)","(73.94557387939106, 77.00086859985367)"
S18,small,"(82.77787707613514, 126.30433879713209)","(90.77787707613514, 134.3043387971321)"
S19,small,"(94.73656680671778, 62.99479476207302)","(102.73656680671778, 70.99479476207301)"
S20,small,"(32.78196569182366, 73.21435403804512)","(40.78196569182366, 81.21435403804512)"
S21,small,"(142.46498235595598, 33.86554711533547)","(150.46498235595598, 41.86554711533547)"
S22,small,"(133.03457292156796, 119.936135884855)","(141.03457292156796, 127.936135884855)"
S23,small,"(98.27529613444041, 122.72034544149268)","(106.27529613444041, 130.72034544149267)"
S24,small,"(67.61429358880947, 36.09815263618192)","(75.61429358880947, 44.09815263618192)"
S25,small,"(51.7921721205427, 159.16400290292282)","(59.7921721205427, 167.16400290292282)"
S26,small,"(82.62462339022478, 29.049970219758134)","(90.62462339022478, 37.04997021975814)"
S27,small,"(36.40191432979037, 117.48058825183276)","(44.40191432979037, 125.48058825183276)"
S28,small,"(113.98537915017562, 168.01603329427968)","(121.98537915017562, 176.01603329427968)"
S29,small,"(36.98338660914602, 100.62877480976555)","(44.98338660914602, 108.62877480976555)"
S30,small,"(83.40796626222831, 64.52590756654655)","(91.40796626222831, 72.52590756654655)"
S31,small,"(38.95263447978019, 54.7306299385061)","(46.95263447978019, 62.7306299385061)"
S32,small,"(60.850299169256886, 144.16489195090423)","(68.85029916925689, 152.16489195090423)"
S33,small,"(39.011356502720325, 8.74828914426546)","(47.011356502720325, 16.74828914426546)"
S34,small,"(14.659498463077043, 78.43922846030988)","(22.659498463077043, 86.43922846030988)"
S35,small,"(0.5591690726882685, 73.36539508871832)","(8.559169072688269, 81.36539508871832)"
M0,medium,"(120.35001458285355, 145.82245464256098)","(131.35001458285353, 152.82245464256098)"
M1,medium,"(0.09458602956965145, 86.92424636489474)","(11.094586029569651, 93.92424636489474)"
M2,medium,"(47.269179858824266, 70.07560387377833)","(58.269179858824266, 77.07560387377833)"
M3,medium,"(109.89106051062295, 74.06762796098916)","(120.89106051062295, 81.06762796098916)"
M4,medium,"(66.85816110910496, 156.02729312842308)","(77.85816110910496, 163.02729312842308)"
M5,medium,"(85.87786379090433, 9.398097784868952)","(96.87786379090433, 16.398097784868952)"
M6,medium,"(38.89781374896752, 41.54203253022721)","(49.89781374896752, 48.54203253022721)"
M7,medium,"(62.67068438604302, 22.734380549041717)","(73.67068438604302, 29.734380549041717)"
M8,medium,"(4.675329902826631, 99.33599563263431)","(15.67532990282663, 106.33599563263431)"
M9,medium,"(93.08759753418757, 147.0788213022855)","(104.08759753418757, 154.0788213022855)"
M10,medium,"(124.34875002151159, 55.97586037690016)","(135.3487500215116, 62.97586037690016)"
M11,medium,"(110.18442249518989, 59.43629873905457)","(121.18442249518989, 66.43629873905456)"
M12,medium,"(82.39755337660642, 158.2466550570936)","(93.39755337660642, 165.2466550570936)"
M13,medium,"(122.64797661153388, 155.9841812202331)","(133.64797661153386, 162.9841812202331)"
M14,medium,"(87.42470565230039, 44.12971891611545)","(98.42470565230039, 51.12971891611545)"
L0,large,"(54.072656344559064, 0.898952939320965)","(66.07265634455906, 10.898952939320965)"
L1,large,"(113, 129)","(125, 139)"
L2,large,"(134, 97)","(146, 107)"
L3,large,"(78, 83)","(90, 93)"
L4,large,"(8.709111221231817, 56.57428062525575)","(20.709111221231815, 66.57428062525575)"
L5,large,"(64.28433693728098, 126.71334499138291)","(76.28433693728098, 136.7133449913829)"
L6,large,"(142.94490376925594, 69.7592928619401)","(154.94490376925594, 79.7592928619401)"
L7,large,"(34.32264192809442, 24.486032493671097)","(46.32264192809442, 34.4860324936711)"
L8,large,"(44, 23)","(56, 33)"
60,2,23963700.0,5
S0,small,"(86.95011985802776, 165.8115270782569)","(94.95011985802776, 173.8115270782569)"
S1,small,"(1.499357473187482, 80.70418212574475)","(9.499357473187482, 88.70418212574475)"
S2,small,"(50.014733417421624, 63.780469321130866)","(58.014733417421624, 71.78046932113087)"
S3,small,"(125.72391860870023, 133.0663697369744)","(133.72391860870022, 141.0663697369744)"
S4,small,"(11.102789717534591, 119.42776202997948)","(19.10278971753459, 127.42776202997948)"
S5,small,"(76.43281105757133, 106.05184309544426)","(84.43281105757133, 114.05184309544426)"
S6,small,"(48.0855563216459, 163.02988252980296)","(56.0855563216459, 171.02988252980296)"
S7,small,"(121.70415744973958, 171.02085012272062)","(129.70415744973957, 179.02085012272062)"
S8,small,"(67.49186349706864, 170.061005423533)","(75.49186349706864, 178.061005423533)"
S9,small,"(33.8632273091491, 21.832243851972443)","(41.8632273091491, 29.832243851972443)"
S10,small,"(100.39236152010218, 165.31605746819986)","(108.39236152010218, 173.31605746819986)"
S11,small,"(28.89909750839853, 119.30258766911214)","(36.899097508398526, 127.30258766911214)"
S12,small,"(69.75899703639125, 48.7129931521113)","(77.75899703639125, 56.7129931521113)"
S13,small,"(54.27408379983093, 134.0490442038338)","(62.27408379983093, 142.0490442038338)"
S14,small,"(91.61049205408814, 117.87837200934679)","(99.61049205408814, 125.87837200934679)"
S15,small,"(26.803245171750717, 82.27149711522888)","(34.80324517175072, 90.27149711522888)"
S16,small,"(125.9989796731519, 7.157297525857512)","(133.9989796731519, 15.157297525857512)"
S17,small,"(118.30923841522802, 158.16104089437061)","(126.30923841522802, 166.16104089437061)"
S18,small,"(40.38166443620248, 97.15314309561948)","(48.38166443620248, 105.15314309561948)"
S19,small,"(107.27792920035006, 50.72095668759628)","(115.27792920035006, 58.72095668759628)"
S20,small,"(101.4537817997488, 25.373150495166044)","(109.4537817997488, 33.373150495166044)"
S21,small,"(95.829003391975, 9.955138807879466)","(103.829003391975, 17.955138807879464)"
S22,small,"(76.6698795533781, 125.00152254111467)","(84.6698795533781, 133.00152254111467)"
S23,small,"(32.509217564873836, 2.7296047390708096)","(40.509217564873836, 10.72960473907081)"
S24,small,"(109.94320102304899, 39.9155175783965)","(117.94320102304899, 47.9155175783965)"
S25,small,"(135.58203955893947, 111.87152365709764)","(143.58203955893947, 119.87152365709764)"
S26,small,"(61.32179517683876, 74.42127164616416)","(69.32179517683876, 82.42127164616416)"
S27,small,"(116.00934403668849, 110.48960016682913)","(124.00934403668849, 118.48960016682913)"
S28,small,"(112.26802958674371, 2.0336722937480003)","(120.26802958674371, 10.033672293748001)"
S29,small,"(115.33809917315703, 15.91495099553536)","(123.33809917315703, 23.91495099553536)"
S30,small,"(15.433059008817965, 78.5175626354555)","(23.433059008817963, 86.5175626354555)"
S31,small,"(66.50687699733551, 63.012246514076466)","(74.50687699733551, 71.01224651407647)"
S32,small,"(29.95911833773973, 98.59878201355956)","(37.95911833773973, 106.59878201355956)"
S33,small,"(3.261024233733642, 102.47976488719614)","(11.261024233733643, 110.47976488719614)"
S34,small,"(126.76475483540423, 98.3228135926501)","(134.76475483540423, 106.3228135926501)"
S35,small,"(13.202771482028874, 93.25537939634386)","(21.202771482028872, 101.25537939634386)"
M0,medium,"(117.4306963046984, 121.89116744598442)","(128.43069630469842, 128.89116744598442)"
M1,medium,"(62.38997919400745, 122.10433829054203)","(73.38997919400745, 129.10433829054205)"
M2,medium,"(44.91214734624706, 22.36120861166373)","(55.91214734624706, 29.36120861166373)"
M3,medium,"(105.17374981877683, 86.80928574223773)","(116.17374981877683, 93.80928574223773)"
M4,medium,"(89.69350508264363, 132.92636716858095)","(100.69350508264363, 139.92636716858095)"
M5,medium,"(10.962779670488786, 65.16291092247793)","(21.962779670488786, 72.16291092247793)"
M6,medium,"(142.80912311957542, 33.61693315584611)","(153.80912311957542, 40.61693315584611)"
M7,medium,"(42.85812714001413, 113.58792049755188)","(53.85812714001413, 120.58792049755188)"
M8,medium,"(100.2500942157954, 103.49448322574676)","(111.2500942157954, 110.49448322574676)"
M9,medium,"(119.36068090774533, 54.744915529612506)","(130.36068090774535, 61.744915529612506)"
M10,medium,"(115.35327089812213, 71.77811755369683)","(126.35327089812213, 78.77811755369683)"
M11,medium,"(39.664640121209686, 77.83121936435477)","(50.664640121209686, 84.83121936435477)"
M12,medium,"(46.56981526357601, 11.33599755441012)","(57.56981526357601, 18.33599755441012)"
M13,medium,"(131.24847139443344, 87.18235834956945)","(142.24847139443344, 94.18235834956945)"
M14,medium,"(97.96416312817813, 149.98395074881932)","(108.96416312817813, 156.98395074881932)"
L0,large,"(66.24000160149131, 6.404519841972246)","(78.24000160149131, 16.404519841972245)"
L1,large,"(82.67741712723473, 89.84445712668479)","(94.67741712723473, 99.84445712668479)"
L2,large,"(88.49813594760467, 41.97194621754605)","(100.49813594760467, 51.97194621754605)"
L3,large,"(30.157847279627678, 58.547367132841124)","(42.157847279627674, 68.54736713284112)"
L4,large,"(147.97782046786284, 97.31467282055777)","(159.97782046786284, 107.31467282055777)"
L5,large,"(72.64646028783413, 147.47503952087726)","(84.64646028783413, 157.47503952087726)"
L6,large,"(141.10038698767772, 60.69137829426916)","(153.10038698767772, 70.69137829426916)"
L7,large,"(81.53728790077291, 65.18344518225555)","(93.53728790077291, 75.18344518225555)"
L8,large,"(76, 25)","(88, 35)"
60,2,23924010.0,5
S0,small,"(136.3354378227841, 108.54125526000064)","(144.3354378227841, 116.54125526000064)"
S1,small,"(69.39941611978784, 171.72628057064335)","(77.39941611978784, 179.72628057064335)"
S2,small,"(93.09892532999405, 160.69617130771)","(101.09892532999405, 168.69617130771)"
S3,small,"(4.281365095290726, 117.30159571026184)","(12.281365095290726, 125.30159571026184)"
S4,small,"(106.98206203916114, 81.05145305980516)","(114.98206203916114, 89.05145305980516)"
S5,small,"(103.78243014256924, 37.0306318075041)","(111.78243014256924, 45.0306318075041)"
S6,small,"(57.36872454361807, 170.7127528178879)","(65.36872454361807, 178.7127528178879)"
S7,small,"(126.1023073795008, 4.348885115804372)","(134.10230737950081, 12.348885115804372)"
S8,small,"(114.48876031777226, 5.881302779494153)","(122.48876031777226, 13.881302779494153)"
S9,small,"(113.95086185577833, 128.3723636905105)","(121.95086185577833, 136.3723636905105)"
S10,small,"(133.4281760604039, 33.133897213437955)","(141.4281760604039, 41.133897213437955)"
S11,small,"(109.64022660947099, 16.13134616414964)","(117.64022660947099, 24.13134616414964)"
S12,small,"(106.83514053164456, 114.5313114639672)","(114.83514053164456, 122.5313114639672)"
S13,small,"(74.90821490196157, 146.2865800241562)","(82.90821490196157, 154.2865800241562)"
S14,small,"(72.70147098092414, 160.88552715634876)","(80.70147098092414, 168.88552715634876)"
S15,small,"(145.33996653214925, 35.17976946721105)","(153.33996653214925, 43.17976946721105)"
S16,small,"(120.75212359414981, 97.62211205512149)","(128.7521235941498, 105.62211205512149)"
S17,small,"(54.66126300911489, 104.59832872304719)","(62.66126300911489, 112.59832872304719)"
S18,small,"(149.124519550537, 50.099746618791464)","(157.124519550537, 58.099746618791464)"
S19,small,"(116.91846507605808, 144.5743836795101)","(124.91846507605808, 152.5743836795101)"
S20,small,"(11.539311670667875, 91.51123381890078)","(19.539311670667875, 99.51123381890078)"
S21,small,"(60.66021466035149, 153.67084092403445)","(68.6602146603515, 161.67084092403445)"
